3
40
80
120
1	1
1	2
1	3
2	4
2	5
2	6
2	1
2	7
2	8
2	9
2	10
2	11
2	12
2	3
3	13
3	14
3	15
3	16
3	6
3	1
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	9
3	10
3	11
3	12
3	24
3	2
3	3
4	25
4	13
4	26
4	27
4	28
4	29
4	30
4	31
4	32
4	33
4	34
4	35
4	12
4	3
4	36
5	37
5	38
5	39
5	15
5	40
5	1
5	41
5	42
5	43
5	18
5	44
5	20
5	21
5	9
5	10
5	45
5	12
5	2
5	3
6	25
6	46
6	47
6	48
6	49
6	50
6	1
6	17
6	43
6	18
6	28
6	44
6	20
6	21
6	51
6	52
6	53
6	54
6	55
6	10
6	56
6	57
6	58
6	59
6	12
6	2
6	3
7	14
7	38
7	60
7	5
7	1
7	41
7	44
7	20
7	61
7	62
7	9
7	63
7	3
8	46
8	64
8	65
8	16
8	41
8	17
8	43
8	18
8	44
8	21
8	12
8	2
8	3
9	14
9	1
9	18
9	21
9	66
9	31
9	12
9	3
10	46
10	67
10	50
10	5
10	68
10	41
10	17
10	69
10	43
10	18
10	19
10	44
10	8
10	20
10	21
10	70
10	10
10	57
10	58
10	2
10	3
11	71
11	15
11	60
11	72
11	1
11	41
11	17
11	69
11	43
11	18
11	19
11	28
11	8
11	20
11	21
11	73
11	51
11	74
11	75
11	62
11	31
11	9
11	10
11	57
11	59
11	12
11	2
11	3
12	25
12	37
12	13
12	76
12	5
12	6
12	1
12	17
12	43
12	18
12	27
12	28
12	44
12	8
12	20
12	21
12	10
12	77
12	45
12	2
12	3
13	37
13	13
13	14
13	16
13	6
13	40
13	1
13	17
13	43
13	18
13	28
13	20
13	21
13	31
13	9
13	57
13	33
13	34
13	2
13	3
14	46
14	1
14	17
14	43
14	18
14	78
14	20
14	21
14	10
14	2
14	3
15	13
15	79
15	15
15	80
15	5
15	72
15	1
15	81
15	41
15	17
15	43
15	18
15	27
15	44
15	78
15	20
15	21
15	73
15	29
15	51
15	52
15	10
15	82
15	57
15	58
15	45
15	2
15	3
16	46
16	1
16	17
16	69
16	43
16	18
16	44
16	8
16	20
16	21
16	51
16	9
16	10
16	57
16	2
16	3
17	16
17	5
17	17
17	43
17	18
17	44
17	20
17	21
17	10
17	83
17	2
17	3
18	37
18	84
18	13
18	14
18	15
18	5
18	1
18	41
18	17
18	43
18	18
18	20
18	21
18	85
18	86
18	55
18	10
18	57
18	45
18	2
18	3
19	46
19	38
19	39
19	16
19	5
19	1
19	41
19	17
19	43
19	18
19	20
19	21
19	10
19	35
19	45
19	2
19	3
20	87
20	46
20	13
20	64
20	67
20	39
20	16
20	6
20	40
20	1
20	17
20	69
20	18
20	28
20	44
20	8
20	20
20	21
20	30
20	74
20	53
20	10
20	33
20	34
20	12
20	2
20	3
21	38
21	5
21	1
21	41
21	44
21	9
21	45
21	2
21	3
22	84
22	88
22	89
22	13
22	90
22	91
22	50
22	92
22	72
22	17
22	18
22	93
22	21
22	73
22	94
22	51
22	85
22	95
22	54
22	32
22	57
22	35
22	83
22	2
22	3
23	76
23	40
23	1
23	41
23	44
23	96
23	34
23	3
24	52
24	3
25	38
25	79
25	97
25	5
25	1
25	41
25	17
25	43
25	18
25	44
25	8
25	21
25	30
25	9
25	2
25	3
26	25
26	46
26	64
26	98
26	5
26	68
26	72
26	1
26	17
26	43
26	18
26	19
26	8
26	20
26	21
26	62
26	31
26	9
26	10
26	99
26	100
26	58
26	35
26	12
26	2
26	3
27	101
27	102
27	44
27	73
27	9
27	34
27	2
27	3
28	25
28	37
28	46
28	13
28	67
28	16
28	69
28	28
28	20
28	21
28	30
28	85
28	74
28	31
28	53
28	55
28	33
28	34
28	35
28	12
29	37
29	84
29	13
29	14
29	15
29	103
29	5
29	40
29	104
29	1
29	17
29	43
29	18
29	44
29	20
29	21
29	85
29	52
29	62
29	86
29	10
29	35
29	45
29	12
29	2
29	3
30	25
30	105
30	37
30	46
30	47
30	48
30	106
30	13
30	64
30	67
30	103
30	107
30	108
30	16
30	72
30	109
30	1
30	69
30	43
30	18
30	27
30	28
30	21
30	30
30	110
30	31
30	54
30	55
31	46
31	15
31	5
31	72
31	1
31	17
31	43
31	18
31	20
31	21
31	31
31	10
31	111
31	2
31	3
31	112
32	87
32	46
32	47
32	48
32	88
32	16
32	40
32	1
32	41
32	17
32	8
32	20
32	30
32	54
32	55
32	10
32	35
32	113
32	2
32	3
33	46
33	97
33	98
33	5
33	72
33	1
33	41
33	17
33	43
33	18
33	19
33	8
33	20
33	21
33	62
33	9
33	10
33	57
33	58
33	2
33	3
34	52
35	94
35	114
35	32
35	35
36	13
36	1
36	41
36	44
36	8
36	62
36	9
36	2
36	3
37	76
37	60
37	40
37	1
37	21
37	73
37	96
37	12
37	3
37	36
38	25
38	67
38	16
38	40
38	1
38	43
38	28
38	8
38	21
38	62
38	31
38	53
38	9
38	34
38	115
38	12
38	2
38	3
39	87
39	46
39	14
39	67
39	72
39	40
39	1
39	7
39	44
39	8
39	21
39	30
39	74
39	10
39	77
39	3
40	25
40	37
40	13
40	5
40	1
40	17
40	69
40	43
40	18
40	28
40	44
40	20
40	21
40	31
40	10
40	99
40	2
40	3
41	46
41	88
41	64
41	14
41	60
41	116
41	5
41	72
41	40
41	1
41	42
41	17
41	43
41	44
41	8
41	20
41	66
41	74
41	86
41	9
41	10
41	59
41	12
41	3
42	46
42	106
42	97
42	5
42	1
42	41
42	17
42	43
42	18
42	44
42	20
42	21
42	62
42	9
42	32
42	10
42	2
42	3
43	25
43	87
43	46
43	64
43	16
43	1
43	17
43	69
43	19
43	28
43	44
43	8
43	20
43	30
43	74
43	110
43	53
43	2
43	3
44	25
44	46
44	13
44	71
44	64
44	117
44	67
44	15
44	65
44	16
44	40
44	1
44	17
44	69
44	18
44	28
44	8
44	21
44	74
44	62
44	31
44	118
44	53
44	9
44	33
44	34
44	2
44	3
45	25
45	43
45	18
46	76
46	16
46	104
46	1
46	69
46	28
46	73
46	96
46	119
46	2
46	3
47	14
47	1
47	17
47	44
47	120
47	10
47	11
47	12
47	2
47	3
48	25
48	37
48	13
48	76
48	38
48	5
48	1
48	41
48	69
48	28
48	44
48	9
48	10
48	45
48	12
48	2
48	3
49	1
49	2
49	3
50	87
50	46
50	67
50	40
50	1
50	7
50	17
50	44
50	8
50	30
50	51
50	74
50	3
51	46
51	97
51	5
51	72
51	1
51	17
51	69
51	43
51	18
51	44
51	8
51	20
51	21
51	52
51	31
51	54
51	9
51	55
51	10
51	58
51	2
51	3
52	37
52	46
52	13
52	14
52	60
52	5
52	40
52	1
52	41
52	44
52	73
52	12
52	2
52	3
53	46
53	64
53	14
53	97
53	65
53	5
53	72
53	109
53	17
53	43
53	18
53	19
53	28
53	44
53	8
53	20
53	21
53	70
53	75
53	10
53	111
53	99
53	2
53	3
54	37
54	13
54	5
54	40
54	1
54	41
54	27
54	44
54	9
54	3
55	5
55	72
55	1
55	17
55	43
55	18
55	44
55	20
55	21
55	121
55	51
55	10
55	57
55	2
55	3
56	25
56	14
56	39
56	40
56	1
56	41
56	42
56	8
56	20
56	9
56	10
56	34
56	12
56	122
57	123
58	37
58	46
58	89
58	97
58	98
58	5
58	17
58	43
58	18
58	19
58	28
58	44
58	8
58	20
58	21
58	31
58	99
58	2
58	3
59	1
59	41
59	43
59	18
59	8
59	20
59	21
59	120
59	9
59	10
59	59
59	2
59	3
60	46
60	71
60	49
60	97
60	65
60	72
60	109
60	17
60	43
60	18
60	44
60	8
60	20
60	21
60	70
60	62
60	31
60	53
60	10
60	111
60	99
60	12
60	2
60	3
61	25
61	84
61	46
61	64
61	67
61	16
61	1
61	102
61	17
61	27
61	124
61	8
61	20
61	73
61	29
61	66
61	85
61	52
61	53
61	54
61	55
61	10
61	12
61	2
61	3
62	121
62	51
62	31
62	57
62	83
63	13
63	44
63	10
63	45
63	2
63	3
64	76
64	60
64	101
64	125
64	5
64	40
64	1
64	102
64	41
64	44
64	124
64	8
64	21
64	73
64	75
64	9
64	10
64	111
64	12
64	2
64	3
65	76
65	60
65	101
65	125
65	40
65	1
65	7
65	102
65	41
65	44
65	124
65	8
65	73
65	9
65	10
65	12
65	2
65	3
66	76
66	97
66	101
66	109
66	40
66	1
66	102
66	41
66	17
66	43
66	18
66	44
66	124
66	20
66	21
66	73
66	10
66	12
66	2
66	3
67	76
67	60
67	101
67	125
67	40
67	1
67	7
67	102
67	41
67	44
67	124
67	8
67	73
67	9
67	10
67	12
67	2
67	3
68	76
68	60
68	101
68	125
68	40
68	1
68	7
68	102
68	41
68	44
68	124
68	8
68	73
68	9
68	10
68	12
68	2
68	3
69	76
69	60
69	101
69	125
69	40
69	1
69	7
69	102
69	41
69	44
69	124
69	8
69	73
69	75
69	9
69	10
69	12
69	2
69	3
70	76
70	60
70	101
70	125
70	40
70	1
70	7
70	102
70	41
70	44
70	124
70	8
70	73
70	9
70	10
70	12
70	2
70	3
71	76
71	60
71	101
71	125
71	40
71	1
71	7
71	102
71	41
71	44
71	124
71	8
71	73
71	9
71	10
71	12
71	2
71	3
72	76
72	60
72	101
72	125
72	40
72	1
72	7
72	102
72	41
72	44
72	124
72	8
72	73
72	9
72	10
72	12
72	2
73	76
73	60
73	101
73	125
73	40
73	1
73	7
73	102
73	41
73	44
73	124
73	8
73	9
73	10
73	12
73	2
73	3
74	76
74	60
74	101
74	125
74	40
74	1
74	7
74	102
74	41
74	44
74	124
74	8
74	73
74	9
74	10
74	12
74	2
74	3
75	76
75	60
75	101
75	125
75	1
75	7
75	102
75	41
75	44
75	124
75	8
75	73
75	9
75	10
75	12
75	2
75	3
76	76
76	60
76	101
76	125
76	40
76	1
76	7
76	102
76	41
76	44
76	124
76	8
76	73
76	9
76	10
76	12
76	2
76	3
77	76
77	60
77	101
77	125
77	40
77	1
77	7
77	102
77	41
77	44
77	124
77	8
77	73
77	9
77	10
77	12
77	2
77	3
78	76
78	60
78	101
78	125
78	1
78	7
78	102
78	41
78	44
78	124
78	8
78	73
78	9
78	10
78	12
78	2
78	3
79	76
79	97
79	101
79	109
79	40
79	1
79	102
79	41
79	17
79	43
79	18
79	44
79	124
79	20
79	21
79	73
79	10
79	12
79	2
79	3
80	76
80	60
80	101
80	125
80	40
80	1
80	7
80	102
80	41
80	44
80	124
80	8
80	73
80	9
80	10
80	12
80	2
80	3
81	76
81	60
81	101
81	125
81	40
81	1
81	7
81	102
81	41
81	44
81	124
81	8
81	73
81	9
81	10
81	12
81	2
81	3
82	76
82	60
82	101
82	125
82	40
82	1
82	7
82	102
82	41
82	44
82	124
82	8
82	73
82	9
82	10
82	12
82	2
82	3
83	76
83	60
83	101
83	125
83	40
83	1
83	7
83	102
83	41
83	44
83	124
83	8
83	73
83	9
83	10
83	12
83	2
83	3
84	76
84	60
84	101
84	125
84	40
84	1
84	102
84	41
84	44
84	124
84	8
84	73
84	9
84	10
84	12
84	2
84	3
85	76
85	60
85	101
85	125
85	40
85	1
85	7
85	102
85	41
85	44
85	124
85	8
85	73
85	9
85	10
85	12
85	2
85	3
86	76
86	60
86	101
86	125
86	40
86	1
86	102
86	41
86	44
86	124
86	8
86	73
86	9
86	10
86	12
86	2
86	3
87	76
87	60
87	101
87	125
87	40
87	1
87	7
87	102
87	41
87	44
87	124
87	8
87	73
87	9
87	10
87	12
87	2
87	3
88	25
88	47
88	106
88	13
88	15
88	103
88	16
88	104
88	17
88	43
88	44
88	20
88	21
88	31
88	54
88	55
88	35
88	63
88	12
88	2
88	3
89	25
89	37
89	84
89	13
89	14
89	40
89	1
89	17
89	44
89	53
89	9
89	12
89	2
89	3
90	39
90	104
90	1
90	17
90	43
90	18
90	19
90	20
90	10
90	2
90	3
91	25
91	13
91	104
91	41
91	44
92	46
92	16
92	72
92	1
92	69
92	8
92	9
92	99
92	2
92	3
93	37
93	13
93	5
93	1
93	41
93	17
93	43
93	18
93	27
93	44
93	20
93	21
93	29
93	32
93	2
93	3
94	87
94	46
94	89
94	76
94	64
94	15
94	98
94	16
94	5
94	6
94	1
94	17
94	44
94	8
94	110
94	118
94	32
94	99
94	57
94	35
94	11
94	63
94	12
94	2
94	3
95	37
95	47
95	126
95	88
95	13
95	39
95	127
95	15
95	103
95	90
95	91
95	50
95	5
95	40
95	1
95	41
95	17
95	18
95	28
95	93
95	78
95	21
95	73
95	94
95	52
95	95
95	54
95	55
96	40
96	9
96	3
97	67
97	16
97	40
97	1
97	17
97	69
97	18
97	19
97	28
97	44
97	8
97	66
97	62
97	31
97	9
97	45
97	2
97	3
98	25
98	37
98	46
98	89
98	128
98	13
98	64
98	98
98	50
98	5
98	72
98	1
98	17
98	43
98	18
98	19
98	8
98	20
98	21
98	66
98	75
98	9
98	57
98	100
98	58
98	12
98	2
98	3
99	40
99	1
99	8
99	9
99	59
99	2
99	3
100	67
100	5
100	40
100	1
100	129
100	8
100	9
100	130
100	11
100	59
100	12
100	3
100	36
101	46
101	1
101	19
101	8
101	9
101	113
101	2
101	3
102	67
102	97
102	5
102	40
